scen,fuel,rx,WS,time,TFL,TFC,ROS,ROSeq,HFI,Area,BUI,FFMC,LB,FROS,CFB,a,Prob
PIBAthinned_90pct12,PIBA,thinned_90pct,12,14,,,,,1560.7288162315,0.2010956359,,,,,,,0.944465879464445
PIBAthinned_90pct12,PIBA,thinned_90pct,12,16,,,,,1722.6594885938,0.3199856651,,,,,,,0.938472545984064
PIBAthinned_90pct12,PIBA,thinned_90pct,12,18,,,,,1873.0070649438,0.4787574198,,,,,,,0.929524228738588
PIBAthinned_90pct12,PIBA,thinned_90pct,12,20,,,,,2012.7283292568,0.6825303793,,,,,,,0.916279381352028
PIBAthinned_90pct12,PIBA,thinned_90pct,12,22,,,,,2142.6946322288,0.9359606738,,,,,,,0.896674020046616
PIBAthinned_90pct12,PIBA,thinned_90pct,12,24,,,,,2263.6998990365,1.2432310919,,,,,,,0.867551017997959
PIBAthinned_90pct12,PIBA,thinned_90pct,12,26,,,,,2376.4678613404,1.6080600521,,,,,,,0.824255790130889
PIBAthinned_90pct12,PIBA,thinned_90pct,12,28,,,,,2481.6585904955,2.0337230326,,,,,,,0.760555642512326
PIBAthinned_90pct12,PIBA,thinned_90pct,12,30,,,,,2579.8744011606,2.5230816926,,,,,,,0.6698899633426
PIBAthinned_90pct12,PIBA,thinned_90pct,12,35,,,,,2798.3912925486,4.0405887166,,,,,,,0.335883681456237
